"Category","Occurrence","Action item","Subject","Group","Description","Documentation references","Recommended action","Filtered","Estimated complexity"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_INSTALL_WIZARD","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_INSTANCE_ADMIN","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_ISC","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_ITEM","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_ITEM_HELP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_JOB","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_LANG","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_LDAP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_LIST","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_LOAD_DATA","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_LOAD_EXCEL_DATA","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_LOG","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_LOGIN","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_MAIL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_META_DATA","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_MIGRATE_METADATA","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_MODEL_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PAGE_CACHE_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PAGE_MAP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PLSQL_EDITOR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PLSQL_JOB","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_POPUP_LOV","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PPR_UTIL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PREFERENCES","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PRINT_UTIL","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PROCESS_UTILITY","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PROVISION","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_PROVISIONING","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_QUERY_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_QUERY_BUILDER","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_RANDOM","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_REGEXP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_REGION_LAYOUT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_REGION_TREE","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_RENDER_QUERY","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_RENDER_SHORTCUT","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_RPT_STD_MSG","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SAMPLE_APP","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SC_TRANSACTIONS","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SECURITY","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SERIES_ATTR","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SESSION_MON","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SVG","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SW_API","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SW_OBJECT_FEED","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SW_PAGE_CALLS","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
"package","Schemas.APEX_030200.Packages.WWV_FLOW_SW_PARSER","1500","","Wrapped object is migrated AS IS","Wrapped object is migrated AS IS","null","Please, check that the target system meets dependencies and required privileges.","","Simple"
